1S, 4.849647 , 1
1S, 4.882057 , 1
1S, 5.069345 , 1
1S, 5.291725 , 1
1S, 4.979886 , 1
1S, 4.811378 , 1
1S, 4.885948 , 1
1S, 4.789035 , 1
1S, 3.736234 , 1
1S, 3.711197 , 1
